restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue,restaurant_name_en,restaurant_name_th,extracted_location,kol_engagement_rate
6528.0,Sea Talay (Pattaya),90.0,thai,"european, thai",family friendly,"family friendly, casual dining","have parking, wheelchair access, indoor seating, private room up to 40 people, karaoke, outdoor seating, live music, free wifi",location:pattaya,Unknown,Unknown,4.827657836489477,1860480.0,83.0,276.0,0.0,3.0,22415.421686746988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea Talay (Pattaya),ซี ทะเล (พัทยา),Thai,0.0
6529.0,Turn Ekkamai,90.0,thai,"thai, fusion",pub/bar,"wine bar, pub/bar, casual dining","dj, indoor seating, have parking, free wifi",popularzone:ekkamai,popularzone:ekkamai,Unknown,,41256.0,3.0,7.0,0.0,0.0,13752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turn Ekkamai,เทอญ เอกมัย,Thai,0.0
6530.0,Caviar Café by Nai Lert,90.0,international,"european, fusion, international",fine dining,fine dining,"private room up to 10 people, indoor seating, have parking, scenic view, wheelchair access",popularzone:ploenchit,popularzone:ploenchit,Unknown,,3964320.0,26.0,49.0,0.0,1.0,152473.84615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Caviar Cafe by Nai Lert,คาเวียร์ คาเฟ่ บาย นาย เลิศ,International,0.0
6531.0,Tawan Cafe • Bistro,90.0,fusion,"thai, japanese, fusion, italian, steakhouse",casual dining,"open air/outdoor, cafe/dessert, casual dining, fast food, family friendly, healthy, wine bar","pet friendly, indoor seating, wheelchair access, free wifi, have baby chair, have parking, outdoor seating",popularzone:ram intra,popularzone:ram intra,Unknown,4.803037527416546,164760.0,15.0,38.0,0.0,0.0,10984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tawan Cafe • Bistro,ตะวัน คาเฟ่ • บริสโทร,Fusion,0.0
6532.0,Yokkrok Zabzone,90.0,thai,thai,family friendly,"casual dining, family friendly","live music, have parking, wheelchair access, private room up to 40 people, vegan/vegetarian friendly, outdoor seating, have baby chair, free wifi, sports screening, indoor seating",popularzone:town in town,popularzone:town in town,Unknown,4.6601803845594025,84960.0,7.0,18.0,0.0,2.0,12137.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yokkrok Zabzone,ยกครกแซ่บโซน,Thai,0.0
6533.0,Monkey see Monkey do Watcharapon,90.0,thai,"mexican, thai, thai isaan, steakhouse",pub/bar,"pub/bar, casual dining, family friendly","wheelchair access, indoor seating, private room up to 40 people, free wifi, free corkage, have parking, live music",popularzone:ram intra,popularzone:ram intra,Unknown,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Monkey see Monkey do Watcharapon,มังกี้ซีมังกี้ดู วัชรพล,Thai,0.0
6534.0,Whole Gain Changmoi (Chiangmai),90.0,italian,"french, italian, fusion",casual dining,"cafe/dessert, afternoon tea, family friendly, chain restaurant, casual dining","pet friendly, indoor seating, vegan/vegetarian friendly, free wifi, free event equipment, have parking, have baby chair",location:chiang mai,Unknown,Unknown,4.6601803845594025,96480.0,12.0,26.0,0.0,0.0,8040.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,Whole Gain Changmoi (Chiangmai),โฮลเกรน ช้างม่อย (เชียงใหม่),Italian,0.0
6535.0,Whole Gain Old Town (Chiangmai),90.0,french,"italian, fusion, steakhouse, french",casual dining,"cafe/dessert, family friendly, afternoon tea, casual dining","pet friendly, outdoor seating, have parking, scenic view, indoor seating, vegan/vegetarian friendly, free wifi",location:chiang mai,Unknown,Unknown,4.827657836489477,99120.0,12.0,23.0,0.0,1.0,8260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whole Gain Old Town (Chiangmai),โฮลเกรน สาขาคูเมือง (เชียงใหม่),French,0.0
6536.0,Monkey King Izakaya,90.0,japanese,"thai, japanese",izakaya,"family friendly, casual dining, open air/outdoor, izakaya","free wifi, have parking, indoor seating",location:nonthaburi,Unknown,Unknown,4.517323241702259,94776.0,9.0,22.0,0.0,0.0,10530.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monkey King Izakaya,มังกี้คิง อิซากายะ,Japanese,0.0
6537.0,Zao Ekkamai,90.0,thai isaan,"thai isaan, thai",family friendly,"family friendly, casual dining","free wifi, valet parking, indoor seating, wheelchair access, have parking, have baby chair",popularzone:ekkamai,popularzone:ekkamai,Unknown,,192800.0,7.0,29.0,0.0,0.0,27542.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zao Ekkamai,ซาว สาขาเอกมัย,Thai Isaan,0.0
6538.0,Zaozen Siam Paragon,90.0,thai isaan,"thai isaan, thai",family friendly,"casual dining, family friendly","free wifi, wheelchair access, indoor seating, valet parking, have baby chair, have parking",shoppingmall:siam paragon,"shoppingmall:siam paragon, popularzone:siam, btsroute:bts siam",Unknown,,16900.0,1.0,2.0,0.0,0.0,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaozen Siam Paragon,ซาวเส้น สาขา สยามพารากอน,Thai Isaan,0.0
6539.0,Zaozen Emsphere,90.0,thai isaan,"thai, thai isaan",family friendly,"family friendly, casual dining","free wifi, have parking, indoor seating, valet parking, wheelchair access, have baby chair",shoppingmall:emsphere,"btsroute:bts phrom phong, shoppingmall:emsphere",Unknown,,116600.0,6.0,12.0,0.0,0.0,19433.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaozen Emsphere,ซาวเส้น สาขา เอ็มสเฟียร์,Thai Isaan,0.0
6540.0,Zaozen One Bangkok,90.0,thai isaan,"thai isaan, thai",family friendly,"family friendly, casual dining","wheelchair access, have baby chair, free wifi, indoor seating, valet parking, have parking",shoppingmall:one bangkok,"shoppingmall:one bangkok, mrtroute:mrt lumphini",Unknown,,455200.0,10.0,49.0,0.0,0.0,45520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaozen One Bangkok,ซาวเส้น วัน แบงค็อก,Thai Isaan,0.0
6541.0,Zaozen The Mall Lifestore Ngamwongwan,90.0,thai isaan,"thai, thai isaan",family friendly,"casual dining, family friendly","indoor seating, have baby chair, valet parking, wheelchair access, have parking, free wifi",shoppingmall:the mall ngamwongwan,shoppingmall:the mall ngamwongwan,Unknown,,61300.0,3.0,10.0,0.0,0.0,20433.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaozen The Mall Lifestore Ngamwongwan,ซาวเส้น สาขา เดอะมอลล์ ไลฟ์สโตร์ งามวงศ์วาน,Thai Isaan,0.0
6542.0,Annyeong Grill 안녕 그릴 San Phi Suea (Chiangmai),90.0,korean,korean,grill/bbq,"grill/bbq, buffet","have parking, free wifi, have baby chair, indoor seating",location:chiang mai,Unknown,Unknown,4.577657836489477,472560.0,42.0,100.0,0.0,1.0,11251.42857142857,0.0,0.0,0.0,0.0,0.0,27.0,0.0,Annyeong Grill 안녕 그릴 San Phi Suea (Chiangmai),อันยองกริล 안녕 그릴 สาขาสันผีเสื้อ (เชียงใหม่),Korean,0.0
6543.0,Annyeong Grill 안녕 그릴 Railway Station (Chiangmai),90.0,korean,korean,grill/bbq,"buffet, grill/bbq","have baby chair, have parking, free wifi, indoor seating",location:chiang mai,Unknown,Unknown,4.770210448652636,1401756.0,103.0,297.0,0.0,9.0,13609.281553398057,0.0,0.0,0.0,0.0,0.0,21.0,0.0,Annyeong Grill 안녕 그릴 Railway Station (Chiangmai),อันยองกริล 안녕 그릴 สาขาสถานีรถไฟ (เชียงใหม่),Korean,0.0
6544.0,Annyeong Grill 안녕 그릴  Ozone One – Songprapha,90.0,korean,korean,grill/bbq,"grill/bbq, buffet","have baby chair, indoor seating, free wifi, have parking",location:don mueang,Unknown,Unknown,,497688.0,41.0,106.0,1.0,0.0,12138.731707317073,0.024390243902439025,0.0,0.0,0.0,0.0,15.0,0.0,Annyeong Grill 안녕 그릴  Ozone One – Songprapha,อันยองกริล โอโซนวัน - สรงประภา 안녕 그릴,Korean,0.0
6545.0,A Seven at Davinia Resort (Hua Hin),90.0,vietnamese,vietnamese,hotel restaurant,"family friendly, casual dining, healthy, hotel restaurant, open air/outdoor","indoor seating, scenic view, pet friendly, vegan/vegetarian friendly, free wifi, have parking, outdoor seating, swimming pool, have baby chair, wheelchair access",location:hua hin,Unknown,Unknown,4.702657836489477,152640.0,16.0,49.0,1.0,0.0,9540.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,A Seven at Davinia Resort (Hua Hin),เอเซเว่น แอท ดาวิเนีย รีสอร์ท (หัวหิน),Vietnamese,0.0
6546.0,Café de Paris (Singapore),90.0,international,"fusion, international",cafe/dessert,"cafe/dessert, activity/experience, casual dining","accommodates 50+ people, have baby chair, free wifi, have parking",mrtroute:mrt somerset,mrtroute:mrt somerset,Unknown,,4980.0,3.0,15.0,0.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Café de Paris (Singapore),Café de Paris (Singapore),International,0.0
6547.0,Eat Drink Love Srinakarin,90.0,fusion,"mexican, fusion, european, japanese, thai",casual dining,"afternoon tea, family friendly, grill/bbq, casual dining, cafe/dessert, healthy","free wifi, have parking, private room up to 10 people, indoor seating, scenic view, private room up to 20 people, have baby chair, private room up to 40 people",popularzone:srinakarin,popularzone:srinakarin,Unknown,,300120.0,10.0,28.0,1.0,1.0,30012.0,0.1,0.0,0.0,0.0,0.0,38.0,0.0,Eat Drink Love Srinakarin,Eat Drink Love Srinakarin,Fusion,0.0
6548.0,,,,,,,,,,,,345216.0,13.0,32.0,0.0,0.0,26555.076923076922,0.0,1550.0,48.0,3.0,1.0,0.0,0.0,Sky Lounge@38 at Eastin Grand Hotel Phayathai,สกาย เลาจน์ แอท เธอร์ตี้เอท แอท อีสติน แกรนด์ โฮเทล พญาไท,International,0.032903225806451615
6549.0,Fleurato (Singapore),90.0,european,"european, american, indonesian",cafe/dessert,"family friendly, cafe/dessert, casual dining, fast food",vegan/vegetarian friendly,mrtroute:mrt orchard,mrtroute:mrt orchard,Unknown,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Fleurato (Singapore),Fleurato (Singapore),European,0.0
6550.0,Lim Tom Luead Moo Sriracha (Chonburi),90.0,thai,thai,fast food,fast food,"have baby chair, roadside parking, have parking, indoor seating",location:chonburi,Unknown,Unknown,4.770210448652636,98160.0,8.0,20.0,0.0,1.0,12270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lim Tom Luead Moo Sriracha (Chonburi),ลิ้ม ต้มเลือดหมู ศรีราชา (ชลบุรี),Thai,0.0
6551.0,BLVD Changi,90.0,singaporean,"italian, singaporean",casual dining,"pub/bar, cafe/dessert, open air/outdoor, tapas/small plates, mall restaurant, casual dining, family friendly","accommodates 120+ people, indoor seating, have baby chair, private room up to 20 people, outdoor seating",shoppingmall:changi city point,shoppingmall:changi city point,feast & cheers,,23688.0,7.0,26.0,0.0,0.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLVD Changi,BLVD Changi,Singaporean,0.0
6552.0,The Brasserie l Holiday Inn Rayong,90.0,international,international,buffet,"family friendly, hotel restaurant, casual dining, buffet, grill/bbq","free wifi, games, wheelchair access, kids playground, have baby chair, have parking, indoor seating",location:rayong,Unknown,Unknown,,570528.0,21.0,57.0,0.0,0.0,27168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Brasserie l Holiday Inn Rayong,เดอะ บราสเซอรี่ ฮอลิเดย์ อินน์ ระยอง,International,0.0
6553.0,Aimée Petit Bistro,90.0,french,french,hotel restaurant,hotel restaurant,"indoor seating, have parking, have baby chair, free wifi",shoppingmall:future park rangsit,"shoppingmall:future park rangsit, popularzone:rangsit",Unknown,,1039680.0,33.0,71.0,0.0,0.0,31505.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aimée Petit Bistro,เอเม่ เพอทิท บิสโทร,French,0.0
6554.0,BLVD MBFC,90.0,singaporean,"indian, french, american, mexican, chinese, italian, singaporean",casual dining,"open air/outdoor, tapas/small plates, wine bar, hotel restaurant, casual dining","outdoor seating, vegan/vegetarian friendly, accommodates 120+ people",mrtroute:mrt downtown,mrtroute:mrt downtown,Unknown,,114096.0,41.0,162.0,0.0,0.0,2782.829268292683,0.0,0.0,0.0,0.0,0.0,17.0,0.0,BLVD MBFC,BLVD MBFC,Singaporean,0.0
6555.0,Eazy To Eat,90.0,steakhouse,"thai, steakhouse, thai isaan",family friendly,"family friendly, open air/outdoor, casual dining","outdoor seating, indoor seating, live music, have parking, free wifi",location:samut prakan,Unknown,Unknown,4.6601803845594025,58320.0,6.0,15.0,0.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eazy To Eat,อีซี่ ทู อีท,Steakhouse,0.0
6556.0,HAJI land,90.0,thai,"thai isaan, japanese, thai",family friendly,"family friendly, casual dining","outdoor seating, indoor seating, free wifi, have parking",location:samut prakan,Unknown,Unknown,4.770210448652636,77400.0,5.0,16.0,0.0,0.0,15480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAJI land,ฮะจิ แลนด์,Thai,0.0
6557.0,Fine Cuisine Restaurant,90.0,thai,thai,fine dining,"family friendly, fine dining, casual dining","free wifi, private room up to 10 people, indoor seating, private room up to 20 people, have parking",mrtroute:mrt tao poon,"mrtroute:mrt bang sue, mrtroute:mrt tao poon",Unknown,,4402608.0,30.0,61.0,0.0,0.0,146753.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fine Cuisine Restaurant,ไฟน์ ควิซีน เรสเตอรองท์,Thai,0.0
6558.0,AYAR HOUSE ,90.0,thai,thai,casual dining,casual dining,have parking,btsroute:bts chit lom,btsroute:bts chit lom,Unknown,,391680.0,23.0,95.0,1.0,0.0,17029.565217391304,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,AYAR HOUSE,อาย่า เฮ้าส์,Thai,0.0
6559.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,28237.0,0.0,Katsu Midori Sushi Mega Bangna,คัตสึมิโดริซูชิ เมกาบางนา,Japanese,0.0
6560.0,De Prime Rangnam,90.0,thai,"thai, fusion, european, international, indian",hotel restaurant,"casual dining, healthy, hotel restaurant, wine bar, rooftop, family friendly",have parking,location:phaya thai,Unknown,Unknown,,86160.0,5.0,22.0,0.0,0.0,17232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,De Prime Rangnam,เดอ ไพร์ม รางน้ำ,Thai,0.0
6561.0,Chinda Hotpot Udomsuk 58,90.0,chinese,chinese,hot pot/shabu,"hot pot/shabu, family friendly, chain restaurant, buffet, casual dining","free wifi, roadside parking, indoor seating",popularzone:udomsuk,"popularzone:udomsuk, btsroute:bts udom suk",Unknown,4.60354378198597,280020.0,41.0,65.0,0.0,3.0,6829.756097560976,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Chinda Hotpot Udomsuk 58,สุกี้จินดา อุดมสุข 58,Chinese,0.0
6562.0,AYAR Rhythm 2 By AYAR House,90.0,thai,"chinese, thai, thai isaan",family friendly,"casual dining, grill/bbq, open air/outdoor, sports bar, activity/experience, family friendly, afternoon tea, fast food, pub/bar","live music, free wifi, outdoor seating, roadside parking, vegan/vegetarian friendly, sports screening, have parking, pet friendly, indoor seating",btsroute:bts phra khanong,btsroute:bts phra khanong,Unknown,,39000.0,4.0,9.0,0.0,0.0,9750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AYAR Rhythm 2 By AYAR House,อาย่า ริทึ่ม 2 บาย อาย่า เฮาส์,Thai,0.0
6563.0,Okuna Sushi Jungceylon (Phuket),90.0,japanese,japanese,mall restaurant,"family friendly, mall restaurant, casual dining","outdoor seating, vegan/vegetarian friendly, indoor seating, have parking",location:phuket,Unknown,Unknown,,936480.0,32.0,96.0,0.0,0.0,29265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Okuna Sushi Jungceylon (Phuket),โอคุน่า (ภูเก็ต),Japanese,0.0
6564.0,IM En Ville,90.0,fusion,fusion,casual dining,casual dining,"have parking, indoor seating, roadside parking, scenic view, free wifi",popularzone:phra nakhon,popularzone:phra nakhon,Unknown,,403810.0,13.0,42.0,2.0,0.0,31062.30769230769,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,IM En Ville,อิ่มในเมือง,Fusion,0.0
6565.0,Bull Market Noodle Bar,90.0,singaporean,singaporean,family friendly,"family friendly, casual dining",have parking,mrtroute:mrt tanjong pagar,mrtroute:mrt tanjong pagar,Unknown,,1428.0,1.0,2.0,0.0,0.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bull Market Noodle Bar (Singapore),Bull Market Noodle Bar (Singapore),Singaporean,0.0
6566.0,Allora Ristorante and Bar,90.0,italian,italian,casual dining,"hotel restaurant, family friendly, casual dining, cafe/dessert, open air/outdoor, grill/bbq, pub/bar, afternoon tea","wheelchair access, accommodates 80+ people, indoor seating, outdoor seating, vegan/vegetarian friendly, live music, private room up to 20 people, pet friendly, private room up to 10 people, accommodates 50+ people, free wifi, sports screening, have baby chair, accommodates 120+ people",mrtroute:mrt changi airport,mrtroute:mrt changi airport,Unknown,4.436877115319303,132660.0,63.0,214.0,1.0,1.0,2105.714285714286,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,Allora Ristorante and Bar,Allora Ristorante and Bar,Italian,0.0
6567.0,NaRaNe Cafe&Bar,90.0,thai,thai,cafe/dessert,"casual dining, cafe/dessert, family friendly","free wifi, indoor seating, private room up to 20 people, outdoor seating, karaoke, have parking",location:samut prakan,Unknown,Unknown,4.770210448652636,48840.0,4.0,15.0,0.0,0.0,12210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaRaNe Cafe&Bar,นาราเน่ คาเฟ่&บาร์,Thai,0.0
6568.0,Harruno Ramen ,90.0,japanese,japanese,casual dining,casual dining,"wheelchair access, scenic view, free event equipment, free corkage, outdoor seating, have parking, indoor seating, free wifi, pet friendly",popularzone:kaset nawamin,popularzone:kaset nawamin,Unknown,,45600.0,2.0,16.0,0.0,0.0,22800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harruno Ramen,ฮารุโนะ ราเมน,Japanese,0.0
6569.0,Picnic Hotel Bangkok,90.0,international,"thai northern, fusion, korean, japanese, thai isaan, international, steakhouse, thai, chinese, european, indian, american",buffet,"hotel restaurant, family friendly, buffet","have parking, private room up to 10 people, vegan/vegetarian friendly, wheelchair access, private room up to 40 people, indoor seating, swimming pool, have baby chair, private room up to 20 people, free wifi",btsroute:bts victory monument,btsroute:bts victory monument,Unknown,4.420114790174166,846000.0,72.0,235.0,5.0,0.0,11750.0,0.06944444444444445,0.0,0.0,0.0,0.0,74.0,0.0,Picnic Hotel Bangkok,ปิคนิค โฮเทล,International,0.0
6570.0,West Coast Thailand,90.0,thai,"thai isaan, thai southern, european, thai, international",casual dining,"casual dining, fine dining, wine bar, family friendly, open air/outdoor","outdoor seating, sports screening, have parking, roadside parking, indoor seating, free event equipment, dj, pet friendly, private room up to 20 people, live music, have baby chair, private room up to 40 people, private room up to 10 people, free wifi",popularzone:sena nikom,popularzone:sena nikom,Unknown,4.770210448652636,3931440.0,115.0,390.0,0.0,0.0,34186.434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Coast Thailand,เวสต์ โคสต์ ไทยแลนด์,Thai,0.0
6571.0,Ho Kitchen Rama 3,90.0,chinese,"chinese, thai",buffet,"family friendly, waterfront, buffet","private room up to 40 people, have baby chair, scenic view, have parking, karaoke, free wifi, private room up to 20 people, wheelchair access, free corkage, indoor seating, private room up to 10 people",popularzone:rama 3,popularzone:rama 3,Unknown,4.508084179461054,4572168.0,179.0,535.0,7.0,2.0,25542.837988826817,0.03910614525139665,0.0,0.0,0.0,0.0,715.0,0.0,Ho Kitchen Rama 3,โฮคิทเช่น พระราม 3,Chinese,0.0
6572.0,Kin A Rai Dee Cafe and Restaurant,90.0,thai,"thai isaan, thai",family friendly,"open air/outdoor, family friendly, cafe/dessert","outdoor seating, private room up to 40 people, roadside parking, wheelchair access, have parking, indoor seating, have baby chair, karaoke, free wifi, scenic view, private room up to 20 people, live music",location:pattaya,Unknown,Unknown,,1683960.0,34.0,200.0,0.0,1.0,49528.23529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kin A Rai Dee Cafe and Restaurant,ร้านอาหารกินอะไรดี,Thai,0.0
6573.0,Wine DE' Suu ,90.0,italian,"thai isaan, thai, italian",wine bar,"casual dining, wine bar, family friendly","have baby chair, free wifi, outdoor seating, have parking, indoor seating",location:bang yai,Unknown,Unknown,4.803037527416546,890520.0,44.0,127.0,0.0,3.0,20239.090909090908,0.0,0.0,0.0,0.0,0.0,24.0,0.0,Wine DE' Suu,ไวน์ เดอ สู,Italian,0.0
6574.0,Salmon Inari by My home,90.0,japanese,japanese,buffet,"buffet, family friendly","have baby chair, private room up to 20 people, private room up to 10 people, indoor seating, have parking, free wifi, wheelchair access",location:prawet,Unknown,Unknown,4.40236252132398,2195796.0,94.0,197.0,4.0,0.0,23359.531914893618,0.0425531914893617,0.0,0.0,0.0,0.0,20.0,0.0,Salmon Inari by My home,Salmon iniri by มายโฮมโภชนา,Japanese,0.0
6575.0,Laciana By The Sea,90.0,italian,"italian, thai",casual dining,"family friendly, casual dining, open air/outdoor","have parking, outdoor seating, scenic view, free wifi, indoor seating, wheelchair access",location:hua hin,Unknown,Unknown,4.770210448652636,3111960.0,102.0,354.0,1.0,1.0,30509.41176470588,0.00980392156862745,0.0,0.0,0.0,0.0,20.0,0.0,Laciana By The Sea,ลาเซียน่า บาย เดอะ ซี,Italian,0.0
6576.0,Blackyard Roast & Brew,90.0,fusion,"american, italian, fusion, thai",casual dining,"family friendly, casual dining","have parking, outdoor seating, indoor seating, live music, sports screening",location:thawi watthana,popularzone:taling chan,Unknown,4.770210448652636,410520.0,16.0,54.0,0.0,0.0,25657.5,0.0,0.0,0.0,0.0,0.0,99.0,0.0,Blackyard Roast & Brew,แบล็คยาร์ด โรสท์ แอนด์ บรูว์,Fusion,0.0
6577.0,Fafu Mala Halal,90.0,chinese,chinese,buffet,buffet,"have parking, free wifi, indoor seating, halal, have baby chair",location:saphan sung,Unknown,Unknown,4.770210448652636,213072.0,19.0,64.0,0.0,1.0,11214.315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fafu Mala Halal,ฟาฝู หม่าล่า ฮาลาล,Chinese,0.0
6578.0,Fafu Grill Shabu Halal,90.0,chinese,chinese,buffet,"hot pot/shabu, buffet, grill/bbq","have baby chair, have parking, free wifi, halal",location:saphan sung,Unknown,Unknown,,41880.0,4.0,10.0,0.0,0.0,10470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fafu Grill Shabu Halal,ฟาฝู ปิ้งย่าง ชาบู ฮาลาล,Chinese,0.0
6579.0,Krasai.cafe,90.0,thai,"international, thai",casual dining,"family friendly, casual dining, cafe/dessert","pet friendly, outdoor seating, have parking, vegan/vegetarian friendly, scenic view, free wifi, indoor seating",location:ayutthaya,Unknown,Unknown,,25200.0,2.0,6.0,0.0,0.0,12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krasai.cafe,กระซ้าย.คาเฟ่,Thai,0.0
6580.0,Panda Suki Mala Muangthong,90.0,chinese,chinese,buffet,"hot pot/shabu, buffet","roadside parking, free wifi, have baby chair",popularzone:muangthong thani,"popularzone:muangthong thani, popularzone:nonthaburi, popularzone:pak kret",Unknown,4.517323241702259,171000.0,26.0,50.0,0.0,3.0,6576.923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panda Suki Mala Muangthong,แพนด้า สุกี้ หม่าล่า เมืองทอง,Chinese,0.0
6581.0,Chaai-Samai 2498 Bangkok,90.0,thai,"italian, thai",family friendly,"family friendly, casual dining","scenic view, free wifi, indoor seating, private room up to 10 people, have parking, outdoor seating, private room up to 20 people, private room up to 40 people, wheelchair access, have baby chair",location:phasi charoen,Unknown,Unknown,4.862126269191582,582120.0,46.0,149.0,4.0,3.0,12654.782608695652,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,Chaai-Samai 2498 Bangkok,ชายสมัย 2498 กรุงเทพฯ,Thai,0.0
6582.0,Jackson,90.0,steakhouse,steakhouse,casual dining,"family friendly, wine bar, casual dining","free wifi, roadside parking, no parking, indoor seating",mrtroute:mrt sam yot,"popularzone:phra nakhon, mrtroute:mrt sam yot",Unknown,,813480.0,56.0,135.0,0.0,0.0,14526.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackson,แจ๊คสรร,Steakhouse,0.0
6583.0,Beer Pradith,90.0,thai,thai,pub/bar,pub/bar,"sports screening, have parking, free wifi, games, live music",popularzone:banthat thong,popularzone:banthat thong,Unknown,4.770210448652636,271680.0,16.0,43.0,1.0,0.0,16980.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,Beer Pradith,เบียร์ประดิษฐ์,Thai,0.0
6584.0,Seoul by Soul Theparak - Saphan Mai,90.0,korean,korean,family friendly,family friendly,"indoor seating, free wifi, have parking, wheelchair access",popularzone:sai mai,popularzone:sai mai,Unknown,,123000.0,10.0,24.0,0.0,0.0,12300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul by Soul Theparak - Saphan Mai,โซลบายโซล เทพรักษ์ - สะพานใหม่,Korean,0.0
6585.0,Seoul by Soul Bangna - Bearing,90.0,korean,korean,family friendly,family friendly,"wheelchair access, have parking, free wifi, indoor seating",location:bang na,popularzone:samut prakan,Unknown,4.803037527416546,36000.0,4.0,8.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul by Soul Bangna - Bearing,โซลบายโซล บางนา - แบริ่ง,Korean,0.0
6586.0,Seoul by Soul Lat Phrao 71,90.0,korean,korean,family friendly,family friendly,"free wifi, indoor seating, have parking, wheelchair access",popularzone:ladprao,popularzone:ladprao,Unknown,,34200.0,3.0,7.0,0.0,0.0,11400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul by Soul Lat Phrao 71,โซลบายโซล ลาดพร้าว 71,Korean,0.0
6587.0,Suki La Mei - Conveyor Belt Malatang,90.0,chinese,chinese,family friendly,"healthy, family friendly, casual dining, grill/bbq, chain restaurant, hot pot/shabu","have parking, free wifi, scenic view, private room up to 10 people",popularzone:ramkhamhaeng,popularzone:ramkhamhaeng,Unknown,,55680.0,4.0,9.0,0.0,0.0,13920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suki La Mei - Conveyor Belt Malatang,สุกี้ล่าเม่ย ​หม่าล่าสายพาน,Chinese,0.0
6588.0,,,,,,,,,,,,425040.0,22.0,90.0,1.0,0.0,19320.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,Barbylon Bangkok,บาร์บิลอน,Thai,0.0
6589.0,PHALA (Thai Esan Gathering),90.0,thai isaan,"thai isaan, thai",family friendly,"family friendly, casual dining","wheelchair access, indoor seating, outdoor seating, free wifi, roadside parking",popularzone:phatthanakan,popularzone:phatthanakan,Unknown,4.770210448652636,276480.0,13.0,55.0,1.0,0.0,21267.69230769231,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,PHALA (Thai Esan Gathering),ผลา (ไทย อีสาน แก๊ธเธอริง),Thai Isaan,0.0
